version,condition_uid,aa_ageband,sex,analysis_type,aaf
aaf_2008_ljucph,8,35-44 Yrs,F,morbidity,1
aaf_2008_ljucph,8,45-54 Yrs,F,morbidity,1
aaf_2008_ljucph,8,55-64 Yrs,F,morbidity,1
aaf_2008_ljucph,8,65-74 Yrs,F,morbidity,1
aaf_2008_ljucph,8,75+ Yrs,F,morbidity,1
aaf_2008_ljucph,8,00-15 Yrs,M,morbidity,0
aaf_2008_ljucph,8,16-24 Yrs,M,morbidity,1
aaf_2008_ljucph,8,25-34 Yrs,M,morbidity,1
aaf_2008_ljucph,8,35-44 Yrs,M,morbidity,1
aaf_2008_ljucph,8,45-54 Yrs,M,morbidity,1
aaf_2008_ljucph,8,55-64 Yrs,M,morbidity,1
aaf_2008_ljucph,8,65-74 Yrs,M,morbidity,1
aaf_2008_ljucph,8,75+ Yrs,M,morbidity,1
aaf_2008_ljucph,8,00-15 Yrs,F,mortality,0
aaf_2008_ljucph,8,16-24 Yrs,F,mortality,1
aaf_2008_ljucph,8,25-34 Yrs,F,mortality,1
aaf_2008_ljucph,8,35-44 Yrs,F,mortality,1
aaf_2008_ljucph,8,45-54 Yrs,F,mortality,1
aaf_2008_ljucph,8,55-64 Yrs,F,mortality,1
aaf_2008_ljucph,8,65-74 Yrs,F,mortality,1
aaf_2008_ljucph,8,75+ Yrs,F,mortality,1
aaf_2008_ljucph,8,00-15 Yrs,M,mortality,0
aaf_2008_ljucph,8,16-24 Yrs,M,mortality,1
aaf_2008_ljucph,8,25-34 Yrs,M,mortality,1
aaf_2008_ljucph,8,35-44 Yrs,M,mortality,1
aaf_2008_ljucph,8,45-54 Yrs,M,mortality,1
aaf_2008_ljucph,8,55-64 Yrs,M,mortality,1
aaf_2008_ljucph,8,65-74 Yrs,M,mortality,1
aaf_2008_ljucph,8,75+ Yrs,M,mortality,1
aaf_2008_ljucph,10,00-15 Yrs,F,morbidity,0
aaf_2008_ljucph,10,16-24 Yrs,F,morbidity,1
aaf_2008_ljucph,10,25-34 Yrs,F,morbidity,1
aaf_2008_ljucph,10,35-44 Yrs,F,morbidity,1
aaf_2008_ljucph,10,45-54 Yrs,F,morbidity,1
aaf_2008_ljucph,10,55-64 Yrs,F,morbidity,1
aaf_2008_ljucph,10,65-74 Yrs,F,morbidity,1
aaf_2008_ljucph,10,75+ Yrs,F,morbidity,1
aaf_2008_ljucph,10,00-15 Yrs,M,morbidity,0
aaf_2008_ljucph,10,16-24 Yrs,M,morbidity,1
aaf_2008_ljucph,10,25-34 Yrs,M,morbidity,1
aaf_2008_ljucph,10,35-44 Yrs,M,morbidity,1
aaf_2008_ljucph,10,45-54 Yrs,M,morbidity,1
aaf_2008_ljucph,10,55-64 Yrs,M,morbidity,1
aaf_2008_ljucph,10,65-74 Yrs,M,morbidity,1
aaf_2008_ljucph,10,75+ Yrs,M,morbidity,1
aaf_2008_ljucph,10,00-15 Yrs,F,mortality,0
aaf_2008_ljucph,10,16-24 Yrs,F,mortality,1
aaf_2008_ljucph,10,25-34 Yrs,F,mortality,1
aaf_2008_ljucph,10,35-44 Yrs,F,mortality,1
aaf_2008_ljucph,10,45-54 Yrs,F,mortality,1
aaf_2008_ljucph,10,55-64 Yrs,F,mortality,1
aaf_2008_ljucph,10,65-74 Yrs,F,mortality,1
aaf_2008_ljucph,10,75+ Yrs,F,mortality,1
aaf_2008_ljucph,10,00-15 Yrs,M,mortality,0
aaf_2008_ljucph,10,16-24 Yrs,M,mortality,1
aaf_2008_ljucph,10,25-34 Yrs,M,mortality,1
aaf_2008_ljucph,10,35-44 Yrs,M,mortality,1
aaf_2008_ljucph,10,45-54 Yrs,M,mortality,1
aaf_2008_ljucph,10,55-64 Yrs,M,mortality,1
aaf_2008_ljucph,10,65-74 Yrs,M,mortality,1
aaf_2008_ljucph,10,75+ Yrs,M,mortality,1
aaf_2008_ljucph,13,00-15 Yrs,F,morbidity,0
aaf_2008_ljucph,13,16-24 Yrs,F,morbidity,1
aaf_2008_ljucph,13,25-34 Yrs,F,morbidity,1
aaf_2008_ljucph,13,35-44 Yrs,F,morbidity,1
aaf_2008_ljucph,13,45-54 Yrs,F,morbidity,1
aaf_2008_ljucph,13,55-64 Yrs,F,morbidity,1
aaf_2008_ljucph,13,65-74 Yrs,F,morbidity,1
aaf_2008_ljucph,13,75+ Yrs,F,morbidity,1
aaf_2008_ljucph,13,00-15 Yrs,M,morbidity,0
aaf_2008_ljucph,13,16-24 Yrs,M,morbidity,1
aaf_2008_ljucph,13,25-34 Yrs,M,morbidity,1
aaf_2008_ljucph,13,35-44 Yrs,M,morbidity,1
aaf_2008_ljucph,13,45-54 Yrs,M,morbidity,1
aaf_2008_ljucph,13,55-64 Yrs,M,morbidity,1
aaf_2008_ljucph,13,65-74 Yrs,M,morbidity,1
aaf_2008_ljucph,13,75+ Yrs,M,morbidity,1
aaf_2008_ljucph,13,00-15 Yrs,F,mortality,0
aaf_2008_ljucph,13,16-24 Yrs,F,mortality,1
aaf_2008_ljucph,13,25-34 Yrs,F,mortality,1
aaf_2008_ljucph,13,35-44 Yrs,F,mortality,1
aaf_2008_ljucph,13,45-54 Yrs,F,mortality,1
aaf_2008_ljucph,13,55-64 Yrs,F,mortality,1
aaf_2008_ljucph,13,65-74 Yrs,F,mortality,1
aaf_2008_ljucph,13,75+ Yrs,F,mortality,1
aaf_2008_ljucph,13,00-15 Yrs,M,mortality,0
aaf_2008_ljucph,13,16-24 Yrs,M,mortality,1
aaf_2008_ljucph,13,25-34 Yrs,M,mortality,1
aaf_2008_ljucph,13,35-44 Yrs,M,mortality,1
aaf_2008_ljucph,13,45-54 Yrs,M,mortality,1
aaf_2008_ljucph,13,55-64 Yrs,M,mortality,1
aaf_2008_ljucph,13,65-74 Yrs,M,mortality,1
aaf_2008_ljucph,13,75+ Yrs,M,mortality,1
aaf_2008_ljucph,14,00-15 Yrs,F,morbidity,0
aaf_2008_ljucph,14,16-24 Yrs,F,morbidity,1
aaf_2008_ljucph,14,25-34 Yrs,F,morbidity,1
aaf_2008_ljucph,14,35-44 Yrs,F,morbidity,1
aaf_2008_ljucph,14,45-54 Yrs,F,morbidity,1
aaf_2008_ljucph,14,55-64 Yrs,F,morbidity,1
aaf_2008_ljucph,14,65-74 Yrs,F,morbidity,1
aaf_2008_ljucph,14,75+ Yrs,F,morbidity,1
aaf_2008_ljucph,14,00-15 Yrs,M,morbidity,0
aaf_2008_ljucph,14,16-24 Yrs,M,morbidity,1
aaf_2008_ljucph,14,25-34 Yrs,M,morbidity,1
aaf_2008_ljucph,14,35-44 Yrs,M,morbidity,1
aaf_2008_ljucph,14,45-54 Yrs,M,morbidity,1
aaf_2008_ljucph,14,55-64 Yrs,M,morbidity,1
aaf_2008_ljucph,14,65-74 Yrs,M,morbidity,1
aaf_2008_ljucph,14,75+ Yrs,M,morbidity,1
aaf_2008_ljucph,14,00-15 Yrs,F,mortality,0
aaf_2008_ljucph,14,16-24 Yrs,F,mortality,1
aaf_2008_ljucph,14,25-34 Yrs,F,mortality,1
aaf_2008_ljucph,14,35-44 Yrs,F,mortality,1
aaf_2008_ljucph,14,45-54 Yrs,F,mortality,1
aaf_2008_ljucph,14,55-64 Yrs,F,mortality,1
aaf_2008_ljucph,14,65-74 Yrs,F,mortality,1
aaf_2008_ljucph,14,75+ Yrs,F,mortality,1
aaf_2008_ljucph,14,00-15 Yrs,M,mortality,0
aaf_2008_ljucph,14,16-24 Yrs,M,mortality,1
aaf_2008_ljucph,14,25-34 Yrs,M,mortality,1
aaf_2008_ljucph,14,35-44 Yrs,M,mortality,1
aaf_2008_ljucph,14,45-54 Yrs,M,mortality,1
aaf_2008_ljucph,14,55-64 Yrs,M,mortality,1
aaf_2008_ljucph,14,65-74 Yrs,M,mortality,1
aaf_2008_ljucph,14,75+ Yrs,M,mortality,1
aaf_2008_ljucph,15,00-15 Yrs,F,morbidity,0
aaf_2008_ljucph,15,16-24 Yrs,F,morbidity,1
aaf_2008_ljucph,15,25-34 Yrs,F,morbidity,1
aaf_2008_ljucph,15,35-44 Yrs,F,morbidity,1
aaf_2008_ljucph,15,45-54 Yrs,F,morbidity,1
aaf_2008_ljucph,15,55-64 Yrs,F,morbidity,1
aaf_2008_ljucph,15,65-74 Yrs,F,morbidity,1
aaf_2008_ljucph,15,75+ Yrs,F,morbidity,1
aaf_2008_ljucph,15,00-15 Yrs,M,morbidity,0
aaf_2008_ljucph,15,16-24 Yrs,M,morbidity,1
aaf_2008_ljucph,15,25-34 Yrs,M,morbidity,1
aaf_2008_ljucph,15,35-44 Yrs,M,morbidity,1
aaf_2008_ljucph,15,45-54 Yrs,M,morbidity,1
aaf_2008_ljucph,15,55-64 Yrs,M,morbidity,1
aaf_2008_ljucph,15,65-74 Yrs,M,morbidity,1
aaf_2008_ljucph,15,75+ Yrs,M,morbidity,1
aaf_2008_ljucph,15,00-15 Yrs,F,mortality,0
aaf_2008_ljucph,15,16-24 Yrs,F,mortality,1
aaf_2008_ljucph,15,25-34 Yrs,F,mortality,1
aaf_2008_ljucph,15,35-44 Yrs,F,mortality,1
aaf_2008_ljucph,15,45-54 Yrs,F,mortality,1
aaf_2008_ljucph,15,55-64 Yrs,F,mortality,1
aaf_2008_ljucph,15,65-74 Yrs,F,mortality,1
aaf_2008_ljucph,15,75+ Yrs,F,mortality,1
aaf_2008_ljucph,15,00-15 Yrs,M,mortality,0
aaf_2008_ljucph,15,16-24 Yrs,M,mortality,1
aaf_2008_ljucph,15,25-34 Yrs,M,mortality,1
aaf_2008_ljucph,15,35-44 Yrs,M,mortality,1
aaf_2008_ljucph,15,45-54 Yrs,M,mortality,1
aaf_2008_ljucph,15,55-64 Yrs,M,mortality,1
aaf_2008_ljucph,15,65-74 Yrs,M,mortality,1
aaf_2008_ljucph,15,75+ Yrs,M,mortality,1
aaf_2008_ljucph,16,00-15 Yrs,F,morbidity,0
aaf_2008_ljucph,16,16-24 Yrs,F,morbidity,1
aaf_2008_ljucph,16,25-34 Yrs,F,morbidity,1
aaf_2008_ljucph,16,35-44 Yrs,F,morbidity,1
aaf_2008_ljucph,16,45-54 Yrs,F,morbidity,1
aaf_2008_ljucph,16,55-64 Yrs,F,morbidity,1
aaf_2008_ljucph,16,65-74 Yrs,F,morbidity,1
aaf_2008_ljucph,16,75+ Yrs,F,morbidity,1
aaf_2008_ljucph,16,00-15 Yrs,M,morbidity,0
aaf_2008_ljucph,16,16-24 Yrs,M,morbidity,1
aaf_2008_ljucph,16,25-34 Yrs,M,morbidity,1
aaf_2008_ljucph,16,35-44 Yrs,M,morbidity,1
aaf_2008_ljucph,16,45-54 Yrs,M,morbidity,1
aaf_2008_ljucph,16,55-64 Yrs,M,morbidity,1
aaf_2008_ljucph,16,65-74 Yrs,M,morbidity,1
aaf_2008_ljucph,16,75+ Yrs,M,morbidity,1
aaf_2008_ljucph,16,00-15 Yrs,F,mortality,0
aaf_2008_ljucph,16,16-24 Yrs,F,mortality,1
aaf_2008_ljucph,16,25-34 Yrs,F,mortality,1
aaf_2008_ljucph,16,35-44 Yrs,F,mortality,1
aaf_2008_ljucph,16,45-54 Yrs,F,mortality,1
aaf_2008_ljucph,16,55-64 Yrs,F,mortality,1
aaf_2008_ljucph,16,65-74 Yrs,F,mortality,1
aaf_2008_ljucph,16,75+ Yrs,F,mortality,1
aaf_2008_ljucph,16,00-15 Yrs,M,mortality,0
aaf_2008_ljucph,16,16-24 Yrs,M,mortality,1
aaf_2008_ljucph,16,25-34 Yrs,M,mortality,1
aaf_2008_ljucph,16,35-44 Yrs,M,mortality,1
aaf_2008_ljucph,16,45-54 Yrs,M,mortality,1
aaf_2008_ljucph,16,55-64 Yrs,M,mortality,1
aaf_2008_ljucph,16,65-74 Yrs,M,mortality,1
aaf_2008_ljucph,16,75+ Yrs,M,mortality,1
aaf_2008_ljucph,22,00-15 Yrs,F,morbidity,0
aaf_2008_ljucph,22,16-24 Yrs,F,morbidity,0.4
aaf_2008_ljucph,22,25-34 Yrs,F,morbidity,0.35
aaf_2008_ljucph,22,35-44 Yrs,F,morbidity,0.36
aaf_2008_ljucph,22,45-54 Yrs,F,morbidity,0.35
aaf_2008_ljucph,22,55-64 Yrs,F,morbidity,0.33
aaf_2008_ljucph,22,65-74 Yrs,F,morbidity,0.26
aaf_2008_ljucph,22,75+ Yrs,F,morbidity,0.2
aaf_2008_ljucph,22,00-15 Yrs,M,morbidity,0
aaf_2008_ljucph,22,16-24 Yrs,M,morbidity,0.5
aaf_2008_ljucph,22,25-34 Yrs,M,morbidity,0.5
aaf_2008_ljucph,22,35-44 Yrs,M,morbidity,0.49
aaf_2008_ljucph,22,45-54 Yrs,M,morbidity,0.53
aaf_2008_ljucph,22,55-64 Yrs,M,morbidity,0.5
aaf_2008_ljucph,22,65-74 Yrs,M,morbidity,0.44
aaf_2008_ljucph,22,75+ Yrs,M,morbidity,0.36
aaf_2008_ljucph,22,00-15 Yrs,F,mortality,0
aaf_2008_ljucph,22,16-24 Yrs,F,mortality,0.4
aaf_2008_ljucph,22,25-34 Yrs,F,mortality,0.35
aaf_2008_ljucph,22,35-44 Yrs,F,mortality,0.36
aaf_2008_ljucph,22,45-54 Yrs,F,mortality,0.35
aaf_2008_ljucph,22,55-64 Yrs,F,mortality,0.33
aaf_2008_ljucph,22,65-74 Yrs,F,mortality,0.26
aaf_2008_ljucph,22,75+ Yrs,F,mortality,0.2
aaf_2008_ljucph,22,00-15 Yrs,M,mortality,0
aaf_2008_ljucph,22,16-24 Yrs,M,mortality,0.5
aaf_2008_ljucph,22,25-34 Yrs,M,mortality,0.5
aaf_2008_ljucph,22,35-44 Yrs,M,mortality,0.49
aaf_2008_ljucph,22,45-54 Yrs,M,mortality,0.53
aaf_2008_ljucph,22,55-64 Yrs,M,mortality,0.5
aaf_2008_ljucph,22,65-74 Yrs,M,mortality,0.44
aaf_2008_ljucph,22,75+ Yrs,M,mortality,0.36
aaf_2008_ljucph,23,00-15 Yrs,F,morbidity,0
aaf_2008_ljucph,23,16-24 Yrs,F,morbidity,0.23
aaf_2008_ljucph,23,25-34 Yrs,F,morbidity,0.2
aaf_2008_ljucph,23,35-44 Yrs,F,morbidity,0.2
aaf_2008_ljucph,23,45-54 Yrs,F,morbidity,0.2
aaf_2008_ljucph,23,55-64 Yrs,F,morbidity,0.18
aaf_2008_ljucph,23,65-74 Yrs,F,morbidity,0.14
aaf_2008_ljucph,23,75+ Yrs,F,morbidity,0.1
aaf_2008_ljucph,23,00-15 Yrs,M,morbidity,0
aaf_2008_ljucph,23,16-24 Yrs,M,morbidity,0.32
aaf_2008_ljucph,23,25-34 Yrs,M,morbidity,0.31
aaf_2008_ljucph,23,35-44 Yrs,M,morbidity,0.3
aaf_2008_ljucph,23,45-54 Yrs,M,morbidity,0.34
aaf_2008_ljucph,23,55-64 Yrs,M,morbidity,0.32
aaf_2008_ljucph,23,65-74 Yrs,M,morbidity,0.26
aaf_2008_ljucph,23,75+ Yrs,M,morbidity,0.2
aaf_2008_ljucph,23,00-15 Yrs,F,mortality,0
aaf_2008_ljucph,23,16-24 Yrs,F,mortality,0.23
aaf_2008_ljucph,23,25-34 Yrs,F,mortality,0.2
aaf_2008_ljucph,23,35-44 Yrs,F,mortality,0.2
aaf_2008_ljucph,23,45-54 Yrs,F,mortality,0.2
aaf_2008_ljucph,23,55-64 Yrs,F,mortality,0.18
aaf_2008_ljucph,23,65-74 Yrs,F,mortality,0.14
aaf_2008_ljucph,23,75+ Yrs,F,mortality,0.1
aaf_2008_ljucph,23,00-15 Yrs,M,mortality,0
aaf_2008_ljucph,23,16-24 Yrs,M,mortality,0.32
aaf_2008_ljucph,23,25-34 Yrs,M,mortality,0.31
aaf_2008_ljucph,23,35-44 Yrs,M,mortality,0.3
aaf_2008_ljucph,23,45-54 Yrs,M,mortality,0.34
aaf_2008_ljucph,23,55-64 Yrs,M,mortality,0.32
aaf_2008_ljucph,23,65-74 Yrs,M,mortality,0.26
aaf_2008_ljucph,23,75+ Yrs,M,mortality,0.2
aaf_2008_ljucph,24,00-15 Yrs,F,morbidity,0
aaf_2008_ljucph,24,16-24 Yrs,F,morbidity,0.03
aaf_2008_ljucph,24,25-34 Yrs,F,morbidity,0.03
aaf_2008_ljucph,24,35-44 Yrs,F,morbidity,0.03
aaf_2008_ljucph,24,45-54 Yrs,F,morbidity,0.03
aaf_2008_ljucph,24,55-64 Yrs,F,morbidity,0.03
aaf_2008_ljucph,24,65-74 Yrs,F,morbidity,0.02
aaf_2008_ljucph,24,75+ Yrs,F,morbidity,0.01
aaf_2008_ljucph,24,00-15 Yrs,M,morbidity,0
aaf_2008_ljucph,24,16-24 Yrs,M,morbidity,0.05
aaf_2008_ljucph,24,25-34 Yrs,M,morbidity,0.05
aaf_2008_ljucph,24,35-44 Yrs,M,morbidity,0.04
aaf_2008_ljucph,24,45-54 Yrs,M,morbidity,0.05
aaf_2008_ljucph,24,55-64 Yrs,M,morbidity,0.05
aaf_2008_ljucph,24,65-74 Yrs,M,morbidity,0.04
aaf_2008_ljucph,24,75+ Yrs,M,morbidity,0.03
aaf_2008_ljucph,24,00-15 Yrs,F,mortality,0
aaf_2008_ljucph,24,16-24 Yrs,F,mortality,0.03
aaf_2008_ljucph,24,25-34 Yrs,F,mortality,0.03
aaf_2008_ljucph,24,35-44 Yrs,F,mortality,0.03
aaf_2008_ljucph,24,45-54 Yrs,F,mortality,0.03
aaf_2008_ljucph,24,55-64 Yrs,F,mortality,0.03
aaf_2008_ljucph,24,65-74 Yrs,F,mortality,0.02
aaf_2008_ljucph,24,75+ Yrs,F,mortality,0.01
aaf_2008_ljucph,24,00-15 Yrs,M,mortality,0
aaf_2008_ljucph,24,16-24 Yrs,M,mortality,0.05
aaf_2008_ljucph,24,25-34 Yrs,M,mortality,0.05
aaf_2008_ljucph,24,35-44 Yrs,M,mortality,0.04
aaf_2008_ljucph,24,45-54 Yrs,M,mortality,0.05
aaf_2008_ljucph,24,55-64 Yrs,M,mortality,0.05
aaf_2008_ljucph,24,65-74 Yrs,M,mortality,0.04
aaf_2008_ljucph,24,75+ Yrs,M,mortality,0.03
aaf_2008_ljucph,26,00-15 Yrs,F,morbidity,0
aaf_2008_ljucph,26,16-24 Yrs,F,morbidity,0.06
aaf_2008_ljucph,26,25-34 Yrs,F,morbidity,0.05
aaf_2008_ljucph,26,35-44 Yrs,F,morbidity,0.05
aaf_2008_ljucph,26,45-54 Yrs,F,morbidity,0.05
aaf_2008_ljucph,26,55-64 Yrs,F,morbidity,0.05
aaf_2008_ljucph,26,65-74 Yrs,F,morbidity,0.03
aaf_2008_ljucph,26,75+ Yrs,F,morbidity,0.03
aaf_2008_ljucph,26,00-15 Yrs,M,morbidity,0
aaf_2008_ljucph,26,16-24 Yrs,M,morbidity,0.08
aaf_2008_ljucph,26,25-34 Yrs,M,morbidity,0.08
aaf_2008_ljucph,26,35-44 Yrs,M,morbidity,0.08
aaf_2008_ljucph,26,45-54 Yrs,M,morbidity,0.09
aaf_2008_ljucph,26,55-64 Yrs,M,morbidity,0.08
aaf_2008_ljucph,26,65-74 Yrs,M,morbidity,0.07
aaf_2008_ljucph,26,75+ Yrs,M,morbidity,0.05
aaf_2008_ljucph,26,00-15 Yrs,F,mortality,0
aaf_2008_ljucph,26,16-24 Yrs,F,mortality,0.06
aaf_2008_ljucph,26,25-34 Yrs,F,mortality,0.05
aaf_2008_ljucph,26,35-44 Yrs,F,mortality,0.05
aaf_2008_ljucph,26,45-54 Yrs,F,mortality,0.05
aaf_2008_ljucph,26,55-64 Yrs,F,mortality,0.05
aaf_2008_ljucph,26,65-74 Yrs,F,mortality,0.03
aaf_2008_ljucph,26,75+ Yrs,F,mortality,0.03
aaf_2008_ljucph,26,00-15 Yrs,M,mortality,0
aaf_2008_ljucph,26,16-24 Yrs,M,mortality,0.08
aaf_2008_ljucph,26,25-34 Yrs,M,mortality,0.08
aaf_2008_ljucph,26,35-44 Yrs,M,mortality,0.08
aaf_2008_ljucph,26,45-54 Yrs,M,mortality,0.09
aaf_2008_ljucph,26,55-64 Yrs,M,mortality,0.08
aaf_2008_ljucph,26,65-74 Yrs,M,mortality,0.07
aaf_2008_ljucph,26,75+ Yrs,M,mortality,0.05
aaf_2008_ljucph,27,00-15 Yrs,F,morbidity,0
aaf_2008_ljucph,27,16-24 Yrs,F,morbidity,0.11
aaf_2008_ljucph,27,25-34 Yrs,F,morbidity,0.1
aaf_2008_ljucph,27,35-44 Yrs,F,morbidity,0.1
aaf_2008_ljucph,27,45-54 Yrs,F,morbidity,0.1
aaf_2008_ljucph,27,55-64 Yrs,F,morbidity,0.09
aaf_2008_ljucph,27,65-74 Yrs,F,morbidity,0.07
aaf_2008_ljucph,27,75+ Yrs,F,morbidity,0.05
aaf_2008_ljucph,27,00-15 Yrs,M,morbidity,0
aaf_2008_ljucph,27,16-24 Yrs,M,morbidity,0.16
aaf_2008_ljucph,27,25-34 Yrs,M,morbidity,0.15
aaf_2008_ljucph,27,35-44 Yrs,M,morbidity,0.15
aaf_2008_ljucph,27,45-54 Yrs,M,morbidity,0.17
aaf_2008_ljucph,27,55-64 Yrs,M,morbidity,0.16
aaf_2008_ljucph,27,65-74 Yrs,M,morbidity,0.13
aaf_2008_ljucph,27,75+ Yrs,M,morbidity,0.1
aaf_2008_ljucph,27,00-15 Yrs,F,mortality,0
aaf_2008_ljucph,27,16-24 Yrs,F,mortality,0.11
aaf_2008_ljucph,27,25-34 Yrs,F,mortality,0.1
aaf_2008_ljucph,27,35-44 Yrs,F,mortality,0.1
aaf_2008_ljucph,27,45-54 Yrs,F,mortality,0.1
aaf_2008_ljucph,27,55-64 Yrs,F,mortality,0.09
aaf_2008_ljucph,27,65-74 Yrs,F,mortality,0.07
aaf_2008_ljucph,27,75+ Yrs,F,mortality,0.05
aaf_2008_ljucph,27,00-15 Yrs,M,mortality,0
aaf_2008_ljucph,27,16-24 Yrs,M,mortality,0.16
aaf_2008_ljucph,27,25-34 Yrs,M,mortality,0.15
aaf_2008_ljucph,27,35-44 Yrs,M,mortality,0.15
aaf_2008_ljucph,27,45-54 Yrs,M,mortality,0.17
aaf_2008_ljucph,27,55-64 Yrs,M,mortality,0.16
aaf_2008_ljucph,27,65-74 Yrs,M,mortality,0.13
aaf_2008_ljucph,27,75+ Yrs,M,mortality,0.1
aaf_2008_ljucph,28,00-15 Yrs,F,morbidity,0
aaf_2008_ljucph,28,16-24 Yrs,F,morbidity,0.25
aaf_2008_ljucph,28,25-34 Yrs,F,morbidity,0.21
aaf_2008_ljucph,28,35-44 Yrs,F,morbidity,0.22
aaf_2008_ljucph,28,45-54 Yrs,F,morbidity,0.21
aaf_2008_ljucph,28,55-64 Yrs,F,morbidity,0.2
aaf_2008_ljucph,28,65-74 Yrs,F,morbidity,0.15
aaf_2008_ljucph,28,75+ Yrs,F,morbidity,0.11
aaf_2008_ljucph,28,00-15 Yrs,M,morbidity,0
aaf_2008_ljucph,28,16-24 Yrs,M,morbidity,0.34
aaf_2008_ljucph,28,25-34 Yrs,M,morbidity,0.33
aaf_2008_ljucph,28,35-44 Yrs,M,morbidity,0.32
aaf_2008_ljucph,28,45-54 Yrs,M,morbidity,0.36
aaf_2008_ljucph,28,55-64 Yrs,M,morbidity,0.34
aaf_2008_ljucph,28,65-74 Yrs,M,morbidity,0.28
aaf_2008_ljucph,28,75+ Yrs,M,morbidity,0.22
aaf_2008_ljucph,28,00-15 Yrs,F,mortality,0
aaf_2008_ljucph,28,16-24 Yrs,F,mortality,0.25
aaf_2008_ljucph,28,25-34 Yrs,F,mortality,0.21
aaf_2008_ljucph,28,35-44 Yrs,F,mortality,0.22
aaf_2008_ljucph,28,45-54 Yrs,F,mortality,0.21
aaf_2008_ljucph,28,55-64 Yrs,F,mortality,0.2
aaf_2008_ljucph,28,65-74 Yrs,F,mortality,0.15
aaf_2008_ljucph,28,75+ Yrs,F,mortality,0.11
aaf_2008_ljucph,28,00-15 Yrs,M,mortality,0
aaf_2008_ljucph,28,16-24 Yrs,M,mortality,0.34
aaf_2008_ljucph,28,25-34 Yrs,M,mortality,0.33
aaf_2008_ljucph,28,35-44 Yrs,M,mortality,0.32
aaf_2008_ljucph,28,45-54 Yrs,M,mortality,0.36
aaf_2008_ljucph,28,55-64 Yrs,M,mortality,0.34
aaf_2008_ljucph,28,65-74 Yrs,M,mortality,0.28
aaf_2008_ljucph,28,75+ Yrs,M,mortality,0.22
aaf_2008_ljucph,29,00-15 Yrs,F,morbidity,0
aaf_2008_ljucph,29,16-24 Yrs,F,morbidity,0.09
aaf_2008_ljucph,29,25-34 Yrs,F,morbidity,0.08
aaf_2008_ljucph,29,35-44 Yrs,F,morbidity,0.09
aaf_2008_ljucph,29,45-54 Yrs,F,morbidity,0.09
aaf_2008_ljucph,29,55-64 Yrs,F,morbidity,0.08
aaf_2008_ljucph,29,65-74 Yrs,F,morbidity,0.06
aaf_2008_ljucph,29,75+ Yrs,F,morbidity,0.04
aaf_2008_ljucph,29,00-15 Yrs,M,morbidity,0
aaf_2008_ljucph,29,16-24 Yrs,M,morbidity,0
aaf_2008_ljucph,29,25-34 Yrs,M,morbidity,0
aaf_2008_ljucph,29,35-44 Yrs,M,morbidity,0
aaf_2008_ljucph,29,45-54 Yrs,M,morbidity,0
aaf_2008_ljucph,29,55-64 Yrs,M,morbidity,0
aaf_2008_ljucph,29,65-74 Yrs,M,morbidity,0
aaf_2008_ljucph,29,75+ Yrs,M,morbidity,0
aaf_2008_ljucph,29,00-15 Yrs,F,mortality,0
aaf_2008_ljucph,29,16-24 Yrs,F,mortality,0.09
aaf_2008_ljucph,29,25-34 Yrs,F,mortality,0.08
aaf_2008_ljucph,29,35-44 Yrs,F,mortality,0.09
aaf_2008_ljucph,29,45-54 Yrs,F,mortality,0.09
aaf_2008_ljucph,29,55-64 Yrs,F,mortality,0.08
aaf_2008_ljucph,29,65-74 Yrs,F,mortality,0.06
aaf_2008_ljucph,29,75+ Yrs,F,mortality,0.04
aaf_2008_ljucph,29,00-15 Yrs,M,mortality,0
aaf_2008_ljucph,29,16-24 Yrs,M,mortality,0
aaf_2008_ljucph,29,25-34 Yrs,M,mortality,0
aaf_2008_ljucph,29,35-44 Yrs,M,mortality,0
aaf_2008_ljucph,29,45-54 Yrs,M,mortality,0
aaf_2008_ljucph,29,55-64 Yrs,M,mortality,0
aaf_2008_ljucph,29,65-74 Yrs,M,mortality,0
aaf_2008_ljucph,29,75+ Yrs,M,mortality,0
aaf_2008_ljucph,30,00-15 Yrs,F,morbidity,0
aaf_2008_ljucph,30,16-24 Yrs,F,morbidity,-0.05
aaf_2008_ljucph,30,25-34 Yrs,F,morbidity,-0.06
aaf_2008_ljucph,30,35-44 Yrs,F,morbidity,-0.06
aaf_2008_ljucph,30,45-54 Yrs,F,morbidity,-0.05
aaf_2008_ljucph,30,55-64 Yrs,F,morbidity,-0.05
aaf_2008_ljucph,30,65-74 Yrs,F,morbidity,-0.05
aaf_2008_ljucph,30,75+ Yrs,F,morbidity,-0.04
aaf_2008_ljucph,30,00-15 Yrs,M,morbidity,0
aaf_2008_ljucph,30,16-24 Yrs,M,morbidity,-0.08
aaf_2008_ljucph,30,25-34 Yrs,M,morbidity,-0.09
aaf_2008_ljucph,30,35-44 Yrs,M,morbidity,-0.09
aaf_2008_ljucph,30,45-54 Yrs,M,morbidity,-0.1
aaf_2008_ljucph,30,55-64 Yrs,M,morbidity,-0.1
aaf_2008_ljucph,30,65-74 Yrs,M,morbidity,-0.06
aaf_2008_ljucph,30,75+ Yrs,M,morbidity,-0.04
aaf_2008_ljucph,30,00-15 Yrs,F,mortality,0
aaf_2008_ljucph,30,16-24 Yrs,F,mortality,-0.05
aaf_2008_ljucph,30,25-34 Yrs,F,mortality,-0.06
