Version,condition_fuid,condition_uid,aa_ageband,sex,analysis_type,aaf
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Colon.C18,24,45-54 Yrs,M,mortality,0.05
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Colon.C18,24,55-64 Yrs,M,mortality,0.05
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Colon.C18,24,65-74 Yrs,M,mortality,0.04
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Colon.C18,24,75+ Yrs,M,mortality,0.03
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,00-15 Yrs,F,morbidity,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,16-24 Yrs,F,morbidity,0.06
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,25-34 Yrs,F,morbidity,0.05
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,35-44 Yrs,F,morbidity,0.05
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,45-54 Yrs,F,morbidity,0.05
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,55-64 Yrs,F,morbidity,0.05
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,65-74 Yrs,F,morbidity,0.03
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,75+ Yrs,F,morbidity,0.03
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,00-15 Yrs,M,morbidity,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,16-24 Yrs,M,morbidity,0.08
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,25-34 Yrs,M,morbidity,0.08
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,35-44 Yrs,M,morbidity,0.08
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,45-54 Yrs,M,morbidity,0.09
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,55-64 Yrs,M,morbidity,0.08
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,65-74 Yrs,M,morbidity,0.07
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,75+ Yrs,M,morbidity,0.05
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,00-15 Yrs,F,mortality,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,16-24 Yrs,F,mortality,0.06
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,25-34 Yrs,F,mortality,0.05
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,35-44 Yrs,F,mortality,0.05
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,45-54 Yrs,F,mortality,0.05
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,55-64 Yrs,F,mortality,0.05
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,65-74 Yrs,F,mortality,0.03
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,75+ Yrs,F,mortality,0.03
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,00-15 Yrs,M,mortality,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,16-24 Yrs,M,mortality,0.08
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,25-34 Yrs,M,mortality,0.08
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,35-44 Yrs,M,mortality,0.08
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,45-54 Yrs,M,mortality,0.09
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,55-64 Yrs,M,mortality,0.08
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,65-74 Yrs,M,mortality,0.07
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Rectum.C20,26,75+ Yrs,M,mortality,0.05
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,00-15 Yrs,F,morbidity,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,16-24 Yrs,F,morbidity,0.11
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,25-34 Yrs,F,morbidity,0.1
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,35-44 Yrs,F,morbidity,0.1
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,45-54 Yrs,F,morbidity,0.1
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,55-64 Yrs,F,morbidity,0.09
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,65-74 Yrs,F,morbidity,0.07
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,75+ Yrs,F,morbidity,0.05
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,00-15 Yrs,M,morbidity,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,16-24 Yrs,M,morbidity,0.16
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,25-34 Yrs,M,morbidity,0.15
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,35-44 Yrs,M,morbidity,0.15
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,45-54 Yrs,M,morbidity,0.17
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,55-64 Yrs,M,morbidity,0.16
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,65-74 Yrs,M,morbidity,0.13
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,75+ Yrs,M,morbidity,0.1
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,00-15 Yrs,F,mortality,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,16-24 Yrs,F,mortality,0.11
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,25-34 Yrs,F,mortality,0.1
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,35-44 Yrs,F,mortality,0.1
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,45-54 Yrs,F,mortality,0.1
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,55-64 Yrs,F,mortality,0.09
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,65-74 Yrs,F,mortality,0.07
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,75+ Yrs,F,mortality,0.05
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,00-15 Yrs,M,mortality,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,16-24 Yrs,M,mortality,0.16
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,25-34 Yrs,M,mortality,0.15
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,35-44 Yrs,M,mortality,0.15
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,45-54 Yrs,M,mortality,0.17
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,55-64 Yrs,M,mortality,0.16
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,65-74 Yrs,M,mortality,0.13
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Liver and intrahepatic bile ducts.C22,27,75+ Yrs,M,mortality,0.1
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,00-15 Yrs,F,morbidity,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,16-24 Yrs,F,morbidity,0.25
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,25-34 Yrs,F,morbidity,0.21
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,35-44 Yrs,F,morbidity,0.22
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,45-54 Yrs,F,morbidity,0.21
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,55-64 Yrs,F,morbidity,0.2
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,65-74 Yrs,F,morbidity,0.15
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,75+ Yrs,F,morbidity,0.11
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,00-15 Yrs,M,morbidity,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,16-24 Yrs,M,morbidity,0.34
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,25-34 Yrs,M,morbidity,0.33
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,35-44 Yrs,M,morbidity,0.32
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,45-54 Yrs,M,morbidity,0.36
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,55-64 Yrs,M,morbidity,0.34
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,65-74 Yrs,M,morbidity,0.28
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,75+ Yrs,M,morbidity,0.22
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,00-15 Yrs,F,mortality,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,16-24 Yrs,F,mortality,0.25
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,25-34 Yrs,F,mortality,0.21
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,35-44 Yrs,F,mortality,0.22
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,45-54 Yrs,F,mortality,0.21
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,55-64 Yrs,F,mortality,0.2
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,65-74 Yrs,F,mortality,0.15
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,75+ Yrs,F,mortality,0.11
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,00-15 Yrs,M,mortality,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,16-24 Yrs,M,mortality,0.34
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,25-34 Yrs,M,mortality,0.33
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,35-44 Yrs,M,mortality,0.32
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,45-54 Yrs,M,mortality,0.36
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,55-64 Yrs,M,mortality,0.34
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,65-74 Yrs,M,mortality,0.28
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Larynx.C32,28,75+ Yrs,M,mortality,0.22
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,00-15 Yrs,F,morbidity,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,16-24 Yrs,F,morbidity,0.09
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,25-34 Yrs,F,morbidity,0.08
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,35-44 Yrs,F,morbidity,0.09
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,45-54 Yrs,F,morbidity,0.09
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,55-64 Yrs,F,morbidity,0.08
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,65-74 Yrs,F,morbidity,0.06
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,75+ Yrs,F,morbidity,0.04
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,00-15 Yrs,M,morbidity,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,16-24 Yrs,M,morbidity,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,25-34 Yrs,M,morbidity,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,35-44 Yrs,M,morbidity,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,45-54 Yrs,M,morbidity,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,55-64 Yrs,M,morbidity,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,65-74 Yrs,M,morbidity,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,75+ Yrs,M,morbidity,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,00-15 Yrs,F,mortality,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,16-24 Yrs,F,mortality,0.09
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,25-34 Yrs,F,mortality,0.08
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,35-44 Yrs,F,mortality,0.09
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,45-54 Yrs,F,mortality,0.09
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,55-64 Yrs,F,mortality,0.08
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,65-74 Yrs,F,mortality,0.06
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,75+ Yrs,F,mortality,0.04
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,00-15 Yrs,M,mortality,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,16-24 Yrs,M,mortality,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,25-34 Yrs,M,mortality,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,35-44 Yrs,M,mortality,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,45-54 Yrs,M,mortality,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,55-64 Yrs,M,mortality,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,65-74 Yrs,M,mortality,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Malignant neoplasm of:.Breast.C50,29,75+ Yrs,M,mortality,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,00-15 Yrs,F,morbidity,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,16-24 Yrs,F,morbidity,-0.05
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,25-34 Yrs,F,morbidity,-0.06
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,35-44 Yrs,F,morbidity,-0.06
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,45-54 Yrs,F,morbidity,-0.05
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,55-64 Yrs,F,morbidity,-0.05
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,65-74 Yrs,F,morbidity,-0.05
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,75+ Yrs,F,morbidity,-0.04
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,00-15 Yrs,M,morbidity,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,16-24 Yrs,M,morbidity,-0.08
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,25-34 Yrs,M,morbidity,-0.09
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,35-44 Yrs,M,morbidity,-0.09
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,45-54 Yrs,M,morbidity,-0.1
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,55-64 Yrs,M,morbidity,-0.1
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,65-74 Yrs,M,morbidity,-0.06
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,75+ Yrs,M,morbidity,-0.04
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,00-15 Yrs,F,mortality,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,16-24 Yrs,F,mortality,-0.05
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,25-34 Yrs,F,mortality,-0.06
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,35-44 Yrs,F,mortality,-0.06
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,45-54 Yrs,F,mortality,-0.05
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,55-64 Yrs,F,mortality,-0.05
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,65-74 Yrs,F,mortality,-0.05
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,75+ Yrs,F,mortality,-0.04
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,00-15 Yrs,M,mortality,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,16-24 Yrs,M,mortality,-0.08
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,25-34 Yrs,M,mortality,-0.09
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,35-44 Yrs,M,mortality,-0.09
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,45-54 Yrs,M,mortality,-0.1
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,55-64 Yrs,M,mortality,-0.1
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,65-74 Yrs,M,mortality,-0.06
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diabetes mellitus.Diabetes mellitus (type II).E11,30,75+ Yrs,M,mortality,-0.04
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diseases of the nervous system.Epilepsy and Status epilepticus.G40-G41,31,00-15 Yrs,F,morbidity,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diseases of the nervous system.Epilepsy and Status epilepticus.G40-G41,31,16-24 Yrs,F,morbidity,0.64
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diseases of the nervous system.Epilepsy and Status epilepticus.G40-G41,31,25-34 Yrs,F,morbidity,0.59
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diseases of the nervous system.Epilepsy and Status epilepticus.G40-G41,31,35-44 Yrs,F,morbidity,0.61
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diseases of the nervous system.Epilepsy and Status epilepticus.G40-G41,31,45-54 Yrs,F,morbidity,0.61
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diseases of the nervous system.Epilepsy and Status epilepticus.G40-G41,31,55-64 Yrs,F,morbidity,0.57
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diseases of the nervous system.Epilepsy and Status epilepticus.G40-G41,31,65-74 Yrs,F,morbidity,0.45
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diseases of the nervous system.Epilepsy and Status epilepticus.G40-G41,31,75+ Yrs,F,morbidity,0.35
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diseases of the nervous system.Epilepsy and Status epilepticus.G40-G41,31,00-15 Yrs,M,morbidity,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diseases of the nervous system.Epilepsy and Status epilepticus.G40-G41,31,16-24 Yrs,M,morbidity,0.56
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diseases of the nervous system.Epilepsy and Status epilepticus.G40-G41,31,25-34 Yrs,M,morbidity,0.58
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diseases of the nervous system.Epilepsy and Status epilepticus.G40-G41,31,35-44 Yrs,M,morbidity,0.58
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diseases of the nervous system.Epilepsy and Status epilepticus.G40-G41,31,45-54 Yrs,M,morbidity,0.61
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diseases of the nervous system.Epilepsy and Status epilepticus.G40-G41,31,55-64 Yrs,M,morbidity,0.61
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diseases of the nervous system.Epilepsy and Status epilepticus.G40-G41,31,65-74 Yrs,M,morbidity,0.51
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diseases of the nervous system.Epilepsy and Status epilepticus.G40-G41,31,75+ Yrs,M,morbidity,0.42
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diseases of the nervous system.Epilepsy and Status epilepticus.G40-G41,31,00-15 Yrs,F,mortality,0
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diseases of the nervous system.Epilepsy and Status epilepticus.G40-G41,31,16-24 Yrs,F,mortality,0.64
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diseases of the nervous system.Epilepsy and Status epilepticus.G40-G41,31,25-34 Yrs,F,mortality,0.59
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diseases of the nervous system.Epilepsy and Status epilepticus.G40-G41,31,35-44 Yrs,F,mortality,0.61
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diseases of the nervous system.Epilepsy and Status epilepticus.G40-G41,31,45-54 Yrs,F,mortality,0.61
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diseases of the nervous system.Epilepsy and Status epilepticus.G40-G41,31,55-64 Yrs,F,mortality,0.57
aaf_2008_ljucph,Partially attributable conditions - chronic conditions.Diseases of the nervous system.Epilepsy and Status epilepticus.G40-G41,31,65-74 Yrs,F,mortality,0.45
